,idFrame,Xnose1,Ynose1,Xnose2,Ynose2,Xneck1,Yneck1,Xneck2,Yneck2,XRshoulder1,YRshoulder1,XRshoulder2,YRshoulder2,XRelbow1,YRelbow1,XRelbow2,YRelbow2,XRwrist1,YRwrist1,XRwrist2,YRwrist2,XLShoulder1,YLShoulder1,XLShoulder2,YLShoulder2,XLelbow1,YLelbow1,XLelbow2,YLelbow2,XLwrist1,YLwrist1,XLwrist2,YLwrist2,XRhip1,YRhip1,XRhip2,YRhip2,XRknee1,YRknee1,XRknee2,YRknee2,XRankle1,YRankle1,XRankle2,YRankle2,XLhip1,YLhip1,XLhip2,YLhip2,XLknee1,YLknee1,XLknee2,YLknee2,XLankle1,YLankle1,XLankle2,YLankle2,XReye1,YReye1,XReye2,YReye2,XLeye1,YLeye1,XLeye2,YLeye2,XRear1,YRear1,XRear2,YRear2,XLear1,YLear1,XLear2,YLear2,DistNeckHip1,DistNeckHip2,DistNoseLWrist1,DistNoseRWrist1,DistNoseLKnee1,DistNoseRKnee1,DistLHipLWrist1,DistLHipRWrist1,DistRHipLWrist1,DistRHipRWrist1,DistLHipLKnee1,DistLHipRKnee1,DistRHipLKnee1,DistRHipRKnee1,DistNoseLWrist2,DistNoseRWrist2,DistNoseLKnee2,DistNoseRKnee2,DistLHipLWrist2,DistLHipRWrist2,DistRHipLWrist2,DistRHipRWrist2,DistLHipLKnee2,DistLHipRKnee2,DistRHipLKnee2,DistRHipRKnee2,Violence
10,93.0,40.0,128.0,144.0,88.0,56.0,128.0,160.0,96.0,40.0,128.0,144.0,96.0,24.0,144.0,136.0,112.0,32.0,128.0,120.0,120.0,64.0,128.0,168.0,96.0,64.0,144.0,200.0,104.0,48.0,144.0,208.0,120.0,144.0,144.0,144.0,128.0,128.0,144.0,136.0,168.0,184.0,184.0,160.0,184.0,88.0,160.0,152.0,136.0,120.0,160.0,136.0,168.0,120.0,176.0,160.0,184.0,40.0,120.0,144.0,80.0,40.0,120.0,144.0,80.0,64.0,112.0,56.0,112.0,48.0,120.0,160.0,88.0,45.254834,40.79215611,168.19036830000002,80.39900497,104.0,104.0,126.4911064,51.2249939,45.254834,64.49806199,48.66210024,48.66210024,40.79215611,64.49806199,111.13955190000001,118.92855,82.36504113,75.89466384,104.3072385,96.33275663,97.32420048,104.3072385,32.984845,48.66210024,40.79215611,64.49806199,1.0
11,94.0,40.0,128.0,144.0,88.0,56.0,128.0,160.0,96.0,40.0,128.0,144.0,96.0,24.0,144.0,136.0,112.0,32.0,128.0,120.0,120.0,64.0,128.0,168.0,96.0,88.0,128.0,200.0,104.0,112.0,120.0,208.0,120.0,144.0,144.0,144.0,128.0,128.0,144.0,136.0,168.0,184.0,184.0,160.0,184.0,88.0,160.0,152.0,136.0,120.0,160.0,136.0,168.0,120.0,176.0,160.0,184.0,40.0,120.0,144.0,80.0,40.0,120.0,144.0,80.0,64.0,112.0,56.0,112.0,48.0,120.0,160.0,88.0,45.254834,40.79215611,168.19036830000002,80.39900497,104.0,104.0,126.4911064,51.2249939,45.254834,64.49806199,48.66210024,48.66210024,40.79215611,64.49806199,64.0,118.92855,82.36504113,75.89466384,40.0,96.33275663,45.254834,104.3072385,32.984845,48.66210024,40.79215611,64.49806199,1.0
12,98.0,136.0,88.0,48.0,120.0,152.0,104.0,56.0,128.0,168.0,104.0,48.0,128.0,192.0,112.0,32.0,144.0,32.0,128.0,112.0,120.0,144.0,104.0,72.0,128.0,128.0,120.0,96.0,128.0,112.0,120.0,112.0,120.0,144.0,144.0,80.0,152.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,144.0,136.0,88.0,152.0,120.0,160.0,120.0,160.0,120.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,136.0,88.0,48.0,120.0,64.0,112.0,56.0,112.0,144.0,88.0,56.0,112.0,32.984845,40.0,64.0,64.0,82.36504113,75.89466384,40.0,40.79215611,45.254834,64.49806199,32.984845,16.0,40.79215611,64.49806199,64.0,118.92855,82.36504113,75.89466384,40.0,96.33275663,45.254834,104.3072385,32.984845,48.66210024,40.79215611,64.49806199,1.0
13,99.0,136.0,88.0,48.0,120.0,152.0,104.0,56.0,128.0,168.0,104.0,48.0,128.0,192.0,112.0,32.0,144.0,32.0,128.0,112.0,120.0,144.0,104.0,72.0,128.0,128.0,120.0,96.0,128.0,112.0,120.0,112.0,120.0,144.0,152.0,80.0,152.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,144.0,136.0,88.0,152.0,120.0,160.0,120.0,160.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,136.0,88.0,48.0,120.0,64.0,112.0,56.0,112.0,144.0,88.0,56.0,112.0,32.984845,40.0,64.0,64.0,82.36504113,75.89466384,40.0,40.79215611,45.254834,64.49806199,32.984845,16.0,40.79215611,64.49806199,64.0,118.92855,82.36504113,75.89466384,40.0,96.33275663,45.254834,104.3072385,32.984845,48.66210024,40.79215611,64.49806199,1.0
14,100.0,48.0,120.0,136.0,88.0,56.0,128.0,152.0,104.0,48.0,128.0,168.0,104.0,32.0,144.0,192.0,112.0,32.0,128.0,112.0,120.0,72.0,128.0,144.0,104.0,96.0,128.0,128.0,120.0,48.0,144.0,112.0,120.0,80.0,152.0,144.0,144.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,88.0,152.0,144.0,136.0,128.0,144.0,120.0,160.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,136.0,88.0,64.0,112.0,56.0,112.0,56.0,112.0,144.0,88.0,40.0,32.984845,64.0,64.0,82.36504113,75.89466384,40.0,40.79215611,45.254834,64.49806199,32.984845,16.0,40.79215611,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
15,101.0,48.0,120.0,136.0,88.0,64.0,128.0,152.0,104.0,48.0,128.0,168.0,104.0,32.0,144.0,184.0,112.0,32.0,128.0,112.0,120.0,72.0,128.0,144.0,104.0,96.0,128.0,144.0,144.0,48.0,144.0,192.0,128.0,80.0,152.0,144.0,160.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,88.0,152.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,136.0,88.0,64.0,112.0,56.0,112.0,56.0,112.0,144.0,88.0,33.9411255,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
16,102.0,48.0,120.0,136.0,88.0,64.0,128.0,152.0,104.0,48.0,128.0,168.0,104.0,32.0,144.0,184.0,112.0,32.0,128.0,112.0,120.0,72.0,128.0,144.0,104.0,96.0,128.0,144.0,144.0,48.0,144.0,192.0,128.0,80.0,152.0,144.0,160.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,88.0,160.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,136.0,88.0,64.0,112.0,56.0,112.0,56.0,112.0,144.0,88.0,40.0,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
17,103.0,48.0,120.0,136.0,88.0,64.0,128.0,152.0,104.0,48.0,128.0,168.0,104.0,32.0,144.0,184.0,112.0,32.0,128.0,112.0,120.0,72.0,128.0,144.0,104.0,96.0,128.0,144.0,144.0,48.0,144.0,192.0,128.0,80.0,152.0,144.0,160.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,88.0,152.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,136.0,88.0,64.0,112.0,56.0,112.0,56.0,112.0,144.0,88.0,33.9411255,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
18,104.0,48.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,48.0,128.0,144.0,104.0,32.0,144.0,128.0,120.0,32.0,128.0,112.0,120.0,80.0,128.0,160.0,104.0,72.0,144.0,184.0,112.0,48.0,144.0,192.0,128.0,56.0,152.0,144.0,136.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,120.0,160.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,144.0,88.0,64.49806199,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
19,105.0,48.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,48.0,128.0,144.0,104.0,32.0,144.0,128.0,120.0,32.0,128.0,112.0,120.0,80.0,128.0,160.0,104.0,72.0,144.0,184.0,112.0,48.0,144.0,192.0,128.0,56.0,152.0,144.0,136.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,120.0,160.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,144.0,88.0,64.49806199,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
20,106.0,48.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,48.0,128.0,144.0,104.0,32.0,144.0,128.0,120.0,32.0,128.0,112.0,120.0,80.0,128.0,160.0,104.0,96.0,128.0,184.0,112.0,48.0,144.0,192.0,128.0,56.0,152.0,144.0,136.0,128.0,144.0,120.0,144.0,184.0,184.0,128.0,176.0,120.0,160.0,144.0,144.0,128.0,144.0,128.0,144.0,128.0,176.0,120.0,176.0,152.0,88.0,128.0,88.0,48.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,144.0,88.0,64.49806199,40.79215611,144.222051,64.0,83.52245207,75.89466384,78.79086241,40.79215611,138.101412,64.49806199,17.88854382,16.0,72.44308111,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
21,107.0,48.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,56.0,128.0,144.0,104.0,32.0,144.0,128.0,120.0,32.0,128.0,112.0,120.0,80.0,120.0,144.0,104.0,72.0,144.0,128.0,120.0,48.0,144.0,112.0,120.0,64.0,152.0,144.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,104.0,144.0,144.0,144.0,128.0,144.0,120.0,152.0,128.0,176.0,120.0,176.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,144.0,88.0,43.08131846,40.79215611,64.0,64.0,78.79086241,75.89466384,25.29822128,25.29822128,57.68882041,104.3072385,17.88854382,25.29822128,64.49806199,64.49806199,93.29523032,118.92855,75.89466384,75.89466384,96.0,96.33275663,96.33275663,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
22,108.0,48.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,56.0,128.0,144.0,104.0,32.0,144.0,136.0,120.0,32.0,128.0,32.0,128.0,80.0,120.0,152.0,104.0,72.0,144.0,128.0,120.0,48.0,136.0,112.0,120.0,64.0,152.0,144.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,104.0,136.0,144.0,144.0,128.0,144.0,120.0,152.0,128.0,176.0,120.0,176.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,144.0,88.0,40.79215611,40.79215611,64.0,118.92855,78.79086241,75.89466384,17.88854382,104.3072385,57.68882041,104.3072385,22.627417,25.29822128,64.49806199,64.49806199,89.4427191,118.92855,75.89466384,75.89466384,96.33275663,96.33275663,96.0,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
23,109.0,56.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,56.0,128.0,144.0,104.0,40.0,144.0,136.0,120.0,32.0,128.0,32.0,128.0,80.0,120.0,144.0,104.0,72.0,144.0,184.0,112.0,56.0,144.0,112.0,128.0,64.0,152.0,144.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,104.0,152.0,152.0,136.0,128.0,144.0,120.0,144.0,128.0,176.0,128.0,168.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,136.0,88.0,46.64761516,32.0,56.56854249,118.92855,68.35202996,75.89466384,40.0,104.3072385,57.68882041,104.3072385,17.88854382,25.29822128,64.49806199,64.49806199,86.53323061,118.92855,75.89466384,75.89466384,96.33275663,96.33275663,88.36288814,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
24,110.0,56.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,56.0,128.0,144.0,104.0,48.0,136.0,136.0,120.0,32.0,128.0,32.0,128.0,80.0,120.0,160.0,104.0,72.0,144.0,184.0,112.0,56.0,144.0,112.0,128.0,64.0,152.0,144.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,104.0,152.0,152.0,136.0,128.0,144.0,120.0,144.0,128.0,176.0,128.0,168.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,136.0,88.0,46.64761516,32.0,56.56854249,118.92855,68.35202996,75.89466384,40.0,104.3072385,57.68882041,104.3072385,17.88854382,25.29822128,64.49806199,64.49806199,86.53323061,118.92855,75.89466384,75.89466384,96.33275663,96.33275663,88.36288814,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
25,111.0,56.0,120.0,128.0,96.0,64.0,128.0,152.0,104.0,56.0,128.0,144.0,104.0,40.0,144.0,136.0,120.0,32.0,128.0,32.0,128.0,80.0,120.0,160.0,104.0,72.0,144.0,184.0,112.0,56.0,144.0,112.0,128.0,64.0,152.0,144.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,80.0,144.0,152.0,136.0,128.0,144.0,120.0,144.0,128.0,176.0,128.0,168.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,112.0,136.0,88.0,17.88854382,32.0,56.56854249,118.92855,68.35202996,75.89466384,40.0,104.3072385,57.68882041,104.3072385,48.0,48.0,64.49806199,64.49806199,86.53323061,118.92855,75.89466384,75.89466384,96.33275663,96.33275663,88.36288814,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
26,112.0,56.0,120.0,128.0,96.0,72.0,128.0,152.0,104.0,56.0,128.0,56.0,128.0,40.0,144.0,40.0,144.0,32.0,128.0,32.0,128.0,80.0,128.0,144.0,104.0,104.0,128.0,144.0,136.0,112.0,128.0,112.0,128.0,64.0,152.0,152.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,80.0,144.0,152.0,136.0,128.0,144.0,120.0,144.0,128.0,176.0,128.0,176.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,120.0,144.0,88.0,17.88854382,32.0,56.56854249,118.92855,68.35202996,75.89466384,40.0,104.3072385,57.68882041,104.3072385,48.0,48.0,64.49806199,64.49806199,56.56854249,118.92855,75.89466384,75.89466384,40.0,96.33275663,53.66563146,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
27,113.0,56.0,120.0,128.0,96.0,72.0,128.0,152.0,104.0,56.0,128.0,56.0,128.0,40.0,144.0,40.0,144.0,32.0,128.0,32.0,128.0,80.0,128.0,144.0,104.0,104.0,128.0,144.0,136.0,112.0,128.0,112.0,128.0,64.0,152.0,152.0,136.0,128.0,144.0,128.0,144.0,184.0,184.0,128.0,176.0,80.0,144.0,152.0,136.0,128.0,144.0,120.0,144.0,128.0,176.0,128.0,176.0,152.0,88.0,64.0,112.0,56.0,120.0,128.0,88.0,64.0,112.0,56.0,112.0,64.0,120.0,144.0,88.0,17.88854382,32.0,56.56854249,118.92855,68.35202996,75.89466384,40.0,104.3072385,57.68882041,104.3072385,48.0,48.0,64.49806199,64.49806199,56.56854249,118.92855,75.89466384,75.89466384,40.0,96.33275663,53.66563146,104.3072385,48.66210024,48.66210024,64.49806199,64.49806199,1.0
